Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
629,Check for completeness,2023-11-06 04:46:52.503,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
629,Request info,2023-11-06 05:08:47.340,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
629,info received,2023-11-06 05:14:39.831,,,info received,0,info received,info received,info received,0,0,info received
629,Check for completeness,2023-11-06 05:14:49.831,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
629,Perform checks,2023-11-06 05:20:31.777,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
629,Make decision,2023-11-06 05:30:51.270,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
629,Notify accept,2023-11-06 05:31:52.708,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
629,Deliver card,2023-11-06 05:34:18.285,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
629,EVENT 13 END,2023-11-06 05:57:43.177,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
63,Check for completeness,2023-10-03 09:28:25.273,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
63,New online application received,2023-10-03 09:28:25.273,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
63,Perform checks,2023-10-03 09:52:33.333,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
63,Notify accept,2023-10-03 10:11:30.263,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
63,Deliver card,2023-10-03 10:13:16.690,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
63,EVENT 13 END,2023-10-03 10:15:37.217,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
631,Check for completeness,2023-11-06 04:55:36.768,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
631,New online application received,2023-11-06 04:55:36.768,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
631,Perform checks,2023-11-06 05:05:18.115,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
631,Make decision,2023-11-06 05:08:15.891,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
631,notify reject,2023-11-06 05:24:00.536,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
631,Check for completeness,2023-11-06 05:24:14.372,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
631,Request info,2023-11-06 05:49:48.338,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
631,info received,2023-11-06 05:51:00.394,,,info received,0,info received,info received,info received,0,0,info received
631,Check for completeness,2023-11-06 05:51:10.394,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
631,Perform checks,2023-11-06 05:52:47.552,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
631,Notify accept,2023-11-06 06:04:33.541,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
631,Deliver card,2023-11-06 06:11:15.676,Manager-000001,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
631,EVENT 13 END,2023-11-06 06:36:48.049,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
635,Check for completeness,2023-11-06 06:19:22.110,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
635,New online application received,2023-11-06 06:19:22.110,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
635,Make decision,2023-11-06 07:09:24.060,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
635,Deliver card,2023-11-06 07:37:29.733,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
635,EVENT 13 END,2023-11-06 07:54:34.723,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
638,Check for completeness,2023-11-06 09:57:13.199,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
638,New online application received,2023-11-06 09:57:13.199,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
638,Perform checks,2023-11-06 09:57:37.906,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
638,Make decision,2023-11-06 10:01:01.841,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
638,Notify accept,2023-11-06 10:02:03.860,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
638,Deliver card,2023-11-06 10:16:11.073,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
638,EVENT 13 END,2023-11-06 10:28:15.540,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
64,Check for completeness,2023-10-03 11:30:11.555,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
64,New online application received,2023-10-03 11:30:11.555,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
64,Perform checks,2023-10-03 11:30:46.747,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
64,Make decision,2023-10-03 11:31:18.669,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
64,notify reject,2023-10-03 11:37:14.654,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
64,EVENT 13 END,2023-10-03 11:56:20.111,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
641,Check for completeness,2023-11-06 13:38:31.504,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
641,New online application received,2023-11-06 13:38:31.504,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
641,Request info,2023-11-06 13:45:55.166,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
641,info received,2023-11-06 13:53:07.921,,,info received,0,info received,info received,info received,0,0,info received
641,Check for completeness,2023-11-06 13:53:17.921,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
641,Request info,2023-11-06 14:16:11.466,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
641,info received,2023-11-06 14:38:24.044,,,info received,0,info received,info received,info received,0,0,info received
641,Check for completeness,2023-11-06 14:38:34.044,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
641,Request info,2023-11-06 14:42:32.025,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
641,info received,2023-11-06 14:48:08.103,,,info received,0,info received,info received,info received,0,0,info received
641,Check for completeness,2023-11-06 14:48:18.103,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
641,Make decision,2023-11-06 15:06:02.673,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
641,Notify accept,2023-11-06 15:18:08.340,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
641,Deliver card,2023-11-06 15:20:07.158,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
641,EVENT 13 END,2023-11-06 15:20:21.965,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
642,Check for completeness,2023-11-06 14:02:31.867,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
642,New online application received,2023-11-06 14:02:31.867,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
642,Perform checks,2023-11-06 14:03:17.388,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
642,Make decision,2023-11-06 14:06:11.984,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
642,Notify accept,2023-11-06 14:15:46.907,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
642,Deliver card,2023-11-06 14:36:36.691,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
642,EVENT 13 END,2023-11-06 14:42:40.864,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
646,Check for completeness,2023-11-07 04:48:42.169,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
646,New online application received,2023-11-07 04:48:42.169,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
646,Perform checks,2023-11-07 05:39:53.115,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
646,Make decision,2023-11-07 06:04:26.940,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
646,notify reject,2023-11-07 06:12:57.316,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
646,time out,2023-11-07 07:05:19.205,,,time out,0,time out,time out,time out,0,0,time out
646,EVENT 13 END,2023-11-07 07:05:29.205,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
648,Check for completeness,2023-11-07 05:28:31.057,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
648,New online application received,2023-11-07 05:28:31.057,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
648,Request info,2023-11-07 05:44:25.523,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
648,Check for completeness,2023-11-07 05:46:33.653,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
648,Request info,2023-11-07 05:57:33.530,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
648,info received,2023-11-07 06:13:07.478,,,info received,0,info received,info received,info received,0,0,info received
648,Check for completeness,2023-11-07 06:13:17.478,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
648,Perform checks,2023-11-07 06:16:10.270,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
648,Make decision,2023-11-07 06:33:16.290,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
648,notify reject,2023-11-07 06:40:01.861,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
648,time out,2023-11-07 06:46:48.420,,,time out,0,time out,time out,time out,0,0,time out
648,EVENT 13 END,2023-11-07 06:46:58.420,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
649,Check for completeness,2023-11-07 06:34:06.813,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
649,New online application received,2023-11-07 06:34:06.813,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
649,Perform checks,2023-11-07 06:37:52.229,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
649,Make decision,2023-11-07 06:41:06.173,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
649,notify reject,2023-11-07 06:41:29.580,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
649,review request received,2023-11-07 06:44:32.880,,,review request received,0,review request received,review request received,review request received,0,0,review request received
649,Check for completeness,2023-11-07 06:44:42.880,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
649,Request info,2023-11-07 06:51:39.967,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
649,info received,2023-11-07 06:56:47.892,,,info received,0,info received,info received,info received,0,0,info received
649,Check for completeness,2023-11-07 06:56:57.892,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
649,Request info,2023-11-07 07:01:22.154,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
649,info received,2023-11-07 07:01:35.872,,,info received,0,info received,info received,info received,0,0,info received
649,Check for completeness,2023-11-07 07:01:45.872,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
649,info received,2023-11-07 07:13:37.381,,,info received,0,info received,info received,info received,0,0,info received
649,Check for completeness,2023-11-07 07:13:47.381,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
649,Perform checks,2023-11-07 07:18:09.300,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
649,Make decision,2023-11-07 07:38:34.594,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
649,Notify accept,2023-11-07 07:41:39.526,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
649,Deliver card,2023-11-07 07:43:10.935,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
649,EVENT 13 END,2023-11-07 07:43:32.825,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
65,Check for completeness,2023-10-03 13:09:28.125,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
65,New online application received,2023-10-03 13:09:28.125,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
65,Request info,2023-10-03 13:12:03.709,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
65,info received,2023-10-03 13:21:31.790,,,info received,0,info received,info received,info received,0,0,info received
65,Check for completeness,2023-10-03 13:21:41.790,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
65,Perform checks,2023-10-03 13:23:47.539,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
65,Make decision,2023-10-03 13:40:13.120,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
65,Notify accept,2023-10-03 13:41:50.466,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
65,Deliver card,2023-10-03 13:47:40.518,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
65,EVENT 13 END,2023-10-03 13:48:33.358,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
650,Check for completeness,2023-11-07 06:58:47.064,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
650,New online application received,2023-11-07 06:58:47.064,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
650,Perform checks,2023-11-07 06:59:10.621,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
650,Make decision,2023-11-07 07:03:10.612,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
650,Notify accept,2023-11-07 07:17:05.939,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
650,Deliver card,2023-11-07 08:08:44.152,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
650,EVENT 13 END,2023-11-07 08:21:39.835,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
660,Check for completeness,2023-11-07 14:31:46.781,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
660,New online application received,2023-11-07 14:31:46.781,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
660,Request info,2023-11-07 14:38:44.725,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
660,info received,2023-11-07 14:50:04.075,,,info received,0,info received,info received,info received,0,0,info received
660,Check for completeness,2023-11-07 14:50:14.075,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
660,Perform checks,2023-11-07 15:08:25.346,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
660,Make decision,2023-11-07 15:16:11.522,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
660,Notify accept,2023-11-07 15:17:38.995,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
660,Deliver card,2023-11-07 15:28:07.534,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
660,EVENT 13 END,2023-11-07 15:40:52.213,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
671,Check for completeness,2023-11-07 22:46:07.790,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
671,New online application received,2023-11-07 22:46:07.790,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
671,Perform checks,2023-11-07 22:47:49.784,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
671,Notify accept,2023-11-07 22:49:59.594,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
671,Deliver card,2023-11-07 23:02:35.992,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
671,EVENT 13 END,2023-11-07 23:09:27.699,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
672,Check for completeness,2023-11-07 23:33:36.401,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
672,New online application received,2023-11-07 23:33:36.401,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
672,Perform checks,2023-11-08 00:12:04.985,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
672,Make decision,2023-11-08 00:42:30.835,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
672,Notify accept,2023-11-08 00:55:03.568,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
672,Deliver card,2023-11-08 01:09:32.390,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
672,EVENT 13 END,2023-11-08 01:32:35.429,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
676,Check for completeness,2023-11-08 02:52:38.766,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,New online application received,2023-11-08 02:52:38.766,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
676,Request info,2023-11-08 02:59:12.762,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
676,info received,2023-11-08 03:48:54.649,,,info received,0,info received,info received,info received,0,0,info received
676,Check for completeness,2023-11-08 03:49:04.649,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,info received,2023-11-08 04:06:33.270,,,info received,0,info received,info received,info received,0,0,info received
676,Check for completeness,2023-11-08 04:06:43.270,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,Request info,2023-11-08 04:11:43.558,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
676,info received,2023-11-08 04:18:43.945,,,info received,0,info received,info received,info received,0,0,info received
676,Check for completeness,2023-11-08 04:18:53.945,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,Request info,2023-11-08 04:21:30.144,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
676,info received,2023-11-08 04:26:48.288,,,info received,0,info received,info received,info received,0,0,info received
676,Check for completeness,2023-11-08 04:26:58.288,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,Perform checks,2023-11-08 04:32:15.366,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
676,Make decision,2023-11-08 04:52:59.386,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
676,notify reject,2023-11-08 04:54:05.684,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
676,review request received,2023-11-08 05:13:56.824,,,review request received,0,review request received,review request received,review request received,0,0,review request received
676,Check for completeness,2023-11-08 05:14:06.824,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,Request info,2023-11-08 05:17:33.250,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
676,info received,2023-11-08 05:26:56.261,,,info received,0,info received,info received,info received,0,0,info received
676,Check for completeness,2023-11-08 05:27:06.261,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
676,Perform checks,2023-11-08 05:43:48.675,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
676,Make decision,2023-11-08 05:45:09.439,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
676,Deliver card,2023-11-08 06:16:45.867,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
676,EVENT 13 END,2023-11-08 06:23:50.287,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
679,Check for completeness,2023-11-08 08:10:35.556,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
679,New online application received,2023-11-08 08:10:35.556,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
679,Perform checks,2023-11-08 08:12:28.291,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
679,Make decision,2023-11-08 08:23:28.024,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
679,time out,2023-11-08 08:30:54.273,,,time out,0,time out,time out,time out,0,0,time out
679,EVENT 13 END,2023-11-08 08:31:04.273,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
687,Check for completeness,2023-11-08 20:14:14.590,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
687,New online application received,2023-11-08 20:14:14.590,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
687,Perform checks,2023-11-08 20:23:29.733,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
687,Make decision,2023-11-08 20:42:02.194,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
687,Notify accept,2023-11-08 21:00:09.615,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
687,Deliver card,2023-11-08 21:00:35.616,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
687,EVENT 13 END,2023-11-08 21:23:22.476,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
688,Check for completeness,2023-11-08 22:10:57.615,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
688,New online application received,2023-11-08 22:10:57.615,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
688,Perform checks,2023-11-08 22:36:10.216,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
688,Make decision,2023-11-08 22:38:43.566,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
688,Notify accept,2023-11-08 22:43:51.385,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
688,Deliver card,2023-11-08 23:00:07.859,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
688,EVENT 13 END,2023-11-08 23:11:55.340,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
690,Check for completeness,2023-11-09 01:00:36.407,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
690,New online application received,2023-11-09 01:00:36.407,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
690,Perform checks,2023-11-09 01:37:20.952,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
690,Make decision,2023-11-09 01:37:47.528,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
690,notify reject,2023-11-09 01:40:57.262,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
690,Check for completeness,2023-11-09 01:45:17.214,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
690,Request info,2023-11-09 01:46:31.415,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
690,info received,2023-11-09 02:01:26.478,,,info received,0,info received,info received,info received,0,0,info received
690,Check for completeness,2023-11-09 02:01:36.478,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
690,Request info,2023-11-09 02:12:53.604,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
690,info received,2023-11-09 02:35:47.884,,,info received,0,info received,info received,info received,0,0,info received
690,Check for completeness,2023-11-09 02:35:57.884,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
690,Perform checks,2023-11-09 02:36:30.444,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
690,Make decision,2023-11-09 02:40:50.481,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
690,Notify accept,2023-11-09 02:41:49.019,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
690,Deliver card,2023-11-09 02:43:29.817,Manager-000001,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
690,EVENT 13 END,2023-11-09 03:00:47.175,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
693,Check for completeness,2023-11-09 04:29:12.688,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
693,New online application received,2023-11-09 04:29:12.688,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
693,Perform checks,2023-11-09 04:36:20.758,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
693,Make decision,2023-11-09 05:12:42.648,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
693,Notify accept,2023-11-09 05:20:43.949,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
693,Deliver card,2023-11-09 05:24:00.782,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
693,EVENT 13 END,2023-11-09 05:47:42.258,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
694,Check for completeness,2023-11-09 04:52:23.183,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
694,New online application received,2023-11-09 04:52:23.183,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
694,Perform checks,2023-11-09 05:00:05.851,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
